Batch_Number,SKU_ID,NDC_Code,Drug_Name,Therapeutic_Category,Route_Of_Administration,Dosage_Form,Packaging_Type,Supplier_ID,Supplier_Name,Country_Of_Origin,Purchase_Order_Ref,Quantity_Procured,Unit_Procurement_Cost_USD,Freight_Cost_Per_Unit_USD,Import_Tariff_Rate,Total_Procurement_Cost_USD,Unit_Selling_Price_USD,Maximum_Retail_Price_USD,Discount_Applied_Percent,Quantity_Sold,Total_Sales_Revenue_USD,Gross_Profit_USD,Sales_Channel,Payment_Method,Quantity_Remaining,Reorder_Level,Safety_Stock_Level,Stockout_Occurred,Manufacture_Date,Procurement_Date,Expiry_Date,Shelf_Life_Total_Days,Storage_Condition,Storage_Temperature_Min_C,Storage_Temperature_Max_C,Humidity_Sensitive,Prescription_Required,Controlled_Substance_Class,Quality_Control_Passed,Inspector_ID,Warehouse_Zone,Aisle_Rack_Number,Bin_Location_Code,Handling_Special_Notes,Quantity_Wasted,Wastage_Reason,Wastage_Financial_Loss_USD,Disposal_Method,Disposal_Approval_Status
BAT-2026-73654,SKU-437408,265-6286-38,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-7152,GlobalMed Logistics,USA,PO-32745,346,14.77,0.6,0.18,6237.9,23.84,26.22,15,242,5769.28,2194.94,Online Fulfillment,Insurance,104,200,40,0,2025-07-15,2025-10-23,2027-07-09,724,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-111,Zone-B,Aisle-17-R3,BIN-563,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-13804,SKU-297816,454-9501-46,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-0769,BioCare Distribution,Switzerland,PO-64154,935,180.69,5.01,0.05,182076.76,259.44,285.38,10,356,92360.64,28035.0,Emergency ICU,Insurance,579,200,80,0,2025-09-01,2025-09-21,2026-06-24,296,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-110,Cold Vault-1,Aisle-7-R4,BIN-221,Fragile Glass,579,Expired,104619.51,Incineration,Approved
BAT-2026-60968,SKU-831380,966-2292-42,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,Germany,PO-82848,1562,89.8,3.86,0.0,146296.92,146.74,161.41,10,1006,147620.44,57281.64,Hospital Outpatient,Cash,556,50,80,0,2025-02-15,2025-03-08,2026-10-15,607,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-106,Zone-B,Aisle-9-R3,BIN-532,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-54057,SKU-350405,301-5496-26,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-8569,Apex Health Supplies,Germany,PO-74091,302,27.5,1.52,0.12,9760.64,36.63,40.29,5,130,4761.9,1186.9,Online Fulfillment,Government Health Aid,172,200,40,0,2025-04-06,2025-07-12,2027-01-17,651,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,1,INS-108,Zone-A,Aisle-8-R5,BIN-466,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-97670,SKU-699573,740-5961-88,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,Germany,PO-61483,1307,181.21,5.44,0.18,286583.01,250.13,275.14,15,1075,268889.75,74089.0,Emergency ICU,Insurance,232,100,20,0,2025-02-06,2025-04-08,2025-10-22,258,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-109,Zone-A,Aisle-1-R3,BIN-777,Standard Handling,232,Expired,42040.72,Incineration,Approved
BAT-2026-99016,SKU-501574,646-2530-74,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-9028,PharmaDist Inc,Germany,PO-80533,222,166.21,11.54,0.05,41305.43,255.4,280.94,15,134,34223.6,11951.46,Hospital Outpatient,Cash,88,100,20,0,2025-01-21,2025-03-13,2025-11-16,299,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-112,Zone-A,Aisle-10-R2,BIN-512,Standard Handling,88,Expired,14626.48,Incineration,Pending Audit
BAT-2026-62994,SKU-344907,756-3762-85,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,Switzerland,PO-20636,500,67.65,2.56,0.12,39164.0,103.37,113.71,15,380,39280.6,13573.6,Online Fulfillment,Credit Card,120,100,80,0,2025-09-12,2025-10-23,2026-07-23,314,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-112,Zone-A,Aisle-3-R1,BIN-110,Standard Handling,120,Expired,8118.0,Incineration,Approved
BAT-2026-31632,SKU-997594,694-3526-31,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,UK,PO-95078,866,10.45,0.39,0.18,11016.39,14.34,15.77,20,358,5133.72,1392.62,Online Fulfillment,Government Health Aid,508,200,20,0,2024-12-30,2025-03-10,2025-07-15,197,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-107,Zone-B,Aisle-3-R4,BIN-814,Fragile Glass,508,Expired,5308.6,Incineration,Approved
BAT-2026-71261,SKU-913217,774-6531-82,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,UK,PO-95362,393,93.28,5.94,0.05,40826.41,142.74,157.01,10,311,44392.14,15382.06,Hospital Outpatient,Cash,82,200,40,0,2024-12-08,2025-01-24,2026-10-10,671,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-101,Cold Vault-1,Aisle-12-R1,BIN-711,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-26728,SKU-530728,142-1464-20,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-9028,PharmaDist Inc,Switzerland,PO-20161,379,35.26,1.97,0.12,15713.79,47.05,51.76,10,335,15761.75,3949.65,Hospital Outpatient,Credit Card,44,100,20,0,2025-08-22,2025-10-18,2027-02-09,536,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Cold Vault-2,Aisle-20-R4,BIN-407,Standard Handling,0,None,0.0,N/A,N/A
BAT-2026-91560,SKU-145767,146-5336-93,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,Germany,PO-80601,1960,115.63,4.66,0.05,247100.14,145.55,160.11,20,1463,212939.65,43772.96,In-Store Pharmacy,Credit Card,497,100,80,0,2025-04-28,2025-07-30,2026-09-09,499,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,0,INS-110,Zone-B,Aisle-3-R4,BIN-451,Standard Handling,431,Damaged/Spillage,49836.53,Incineration,Approved
BAT-2026-80008,SKU-433632,315-7825-89,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,UK,PO-14056,983,164.69,12.07,0.18,202895.33,209.54,230.49,0,419,87797.26,18792.15,Emergency ICU,Credit Card,564,50,20,0,2024-12-08,2025-04-05,2026-06-12,551,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule IV,1,INS-105,Cold Vault-1,Aisle-1-R1,BIN-497,Fragile Glass,564,Expired,92885.16,Incineration,Approved
BAT-2026-13534,SKU-880879,754-1496-73,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,Switzerland,PO-98029,1733,80.21,6.4,0.0,150095.13,119.57,131.53,20,1015,121363.55,39950.4,Emergency ICU,Government Health Aid,718,50,80,0,2024-09-24,2025-01-14,2025-08-12,322,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-101,Zone-A,Aisle-11-R5,BIN-483,Standard Handling,718,Expired,57590.78,Incineration,Approved
BAT-2026-61645,SKU-595951,742-9938-47,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-8569,Apex Health Supplies,India,PO-68350,297,7.84,0.32,0.18,2842.65,10.46,11.51,0,180,1882.8,471.6,Emergency ICU,Insurance,117,100,40,0,2025-08-12,2025-10-24,2027-05-06,632,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-110,Cold Vault-2,Aisle-12-R5,BIN-313,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-87580,SKU-839485,757-5949-71,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-7152,GlobalMed Logistics,Germany,PO-98112,1081,137.28,10.17,0.12,177201.41,177.92,195.71,5,488,86824.96,19832.32,In-Store Pharmacy,Insurance,593,200,40,0,2024-12-23,2025-01-12,2026-12-08,715,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-107,Zone-A,Aisle-3-R5,BIN-411,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-83975,SKU-950823,350-7653-48,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,UK,PO-26176,1634,36.22,1.51,0.0,61650.82,49.66,54.63,5,1121,55668.86,15066.24,Hospital Outpatient,Cash,513,100,80,0,2025-02-01,2025-03-01,2026-07-16,530,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-101,Zone-A,Aisle-9-R3,BIN-538,Fragile Glass,513,Expired,18580.86,Incineration,Approved
BAT-2026-96900,SKU-499749,564-2195-98,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,Switzerland,PO-56267,851,44.51,1.39,0.05,40954.8,69.96,76.96,10,643,44984.28,16364.35,In-Store Pharmacy,Insurance,208,50,20,0,2024-10-23,2025-02-09,2025-10-14,356,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,0,INS-101,Cold Vault-2,Aisle-15-R3,BIN-734,Fragile Glass,208,Expired,9258.08,Incineration,Approved
BAT-2026-13552,SKU-504832,161-3589-66,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-8569,Apex Health Supplies,India,PO-59332,243,39.06,3.0,0.05,10695.16,61.61,67.77,20,113,6961.93,2548.15,Emergency ICU,Government Health Aid,130,100,40,0,2025-06-05,2025-06-26,2026-10-09,491,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-104,Hazmat Vault,Aisle-16-R3,BIN-703,Standard Handling,62,Temperature Breach,2421.72,Hazardous Bio-Waste,Approved
BAT-2026-21003,SKU-795928,525-8933-69,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Germany,PO-88815,708,57.41,4.31,0.05,45730.07,77.78,85.56,20,431,33523.18,8779.47,Hospital Outpatient,Government Health Aid,277,50,20,0,2024-11-01,2025-01-23,2025-05-29,209,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-106,Cold Vault-2,Aisle-16-R3,BIN-589,Fragile Glass,277,Expired,15902.57,Incineration,Approved
BAT-2026-94246,SKU-930884,308-6573-87,Atorvastatin 20mg,Cardiovascular,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,UK,PO-56919,1324,176.92,7.82,0.18,286759.33,233.15,256.47,20,652,152013.8,36661.96,Hospital Outpatient,Government Health Aid,672,50,20,0,2025-09-29,2025-11-05,2026-07-27,301,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-107,Hazmat Vault,Aisle-16-R3,BIN-750,Fragile Glass,672,Expired,118890.24,Incineration,Approved
BAT-2026-66179,SKU-960616,247-6121-50,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-7152,GlobalMed Logistics,USA,PO-60692,1247,8.86,0.3,0.05,11974.94,13.04,14.34,20,928,12101.12,3879.04,Online Fulfillment,Insurance,319,50,80,0,2025-05-06,2025-06-10,2026-06-17,407,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Zone-A,Aisle-18-R2,BIN-729,Keep Refrigerated,319,Expired,2826.34,Incineration,Approved
BAT-2026-27786,SKU-783691,851-6658-61,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-5813,Nexus BioPharma,India,PO-33224,286,124.6,7.93,0.05,39685.36,174.92,192.41,15,247,43205.24,12429.04,Hospital Outpatient,Government Health Aid,39,100,20,0,2024-11-09,2025-03-04,2025-09-16,311,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-105,Zone-B,Aisle-8-R5,BIN-707,Standard Handling,39,Expired,4859.4,Incineration,Approved
BAT-2026-70515,SKU-259493,233-7070-75,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-9028,PharmaDist Inc,Switzerland,PO-11105,1449,50.67,1.41,0.05,79134.96,70.44,77.48,15,1164,81992.16,23012.28,Online Fulfillment,Insurance,285,200,80,0,2025-11-09,2025-11-27,2026-09-30,325,Room Temperature (15-25°C),15.0,25.0,1,0,Non-Controlled,1,INS-104,Zone-B,Aisle-6-R1,BIN-142,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-33819,SKU-619389,675-2739-50,Propofol 10mg/ml,Anesthetic,Injectable,Ampoule,Ampoule Box,SUP-5813,Nexus BioPharma,USA,PO-26353,563,60.43,3.87,0.18,42324.88,97.28,107.01,5,427,41538.56,15734.95,In-Store Pharmacy,Cash,136,100,80,0,2025-01-19,2025-04-06,2026-03-07,412,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-110,Zone-A,Aisle-12-R4,BIN-795,Fragile Glass,136,Expired,8218.48,Incineration,Approved
BAT-2026-16590,SKU-138817,347-8642-25,Insulin Glargine 100IU/ml,Antidiabetic,Injectable,Vial,Carton Box,SUP-0769,BioCare Distribution,Germany,PO-70646,1472,83.57,4.63,0.12,144592.2,141.99,156.19,15,618,87749.82,36103.56,Hospital Outpatient,Government Health Aid,854,50,20,0,2025-01-24,2025-04-14,2026-06-02,494,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-111,Zone-B,Aisle-15-R4,BIN-603,Standard Handling,854,Expired,71368.78,Incineration,Approved
BAT-2026-44099,SKU-232378,373-8366-41,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,USA,PO-58559,1894,111.04,3.35,0.0,216654.66,161.97,178.17,0,786,127308.42,40030.98,Emergency ICU,Cash,1108,50,20,0,2025-02-14,2025-03-15,2025-12-19,308,Room Temperature (15-25°C),15.0,25.0,0,0,Non-Controlled,1,INS-106,Hazmat Vault,Aisle-11-R4,BIN-132,Fragile Glass,1108,Expired,123032.32,Incineration,Approved
BAT-2026-59689,SKU-626690,244-2586-16,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,USA,PO-35295,759,14.07,0.59,0.05,11660.9,22.6,24.86,20,460,10396.0,3923.8,Emergency ICU,Cash,299,100,40,0,2025-03-13,2025-04-06,2026-04-11,394,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-109,Cold Vault-2,Aisle-15-R4,BIN-611,Fragile Glass,299,Expired,4206.93,Incineration,Pending Audit
BAT-2026-52906,SKU-718849,397-7293-88,Heparin 5000IU/ml,Anticoagulant,Injectable,Vial,Vial Pack,SUP-5813,Nexus BioPharma,Germany,PO-68271,863,57.4,3.39,0.18,61378.29,80.28,88.31,15,480,38534.4,10982.4,Emergency ICU,Insurance,383,50,80,0,2024-12-29,2025-02-12,2025-11-07,313,Cold Chain (2-8°C),2.0,8.0,1,1,Non-Controlled,1,INS-108,Hazmat Vault,Aisle-15-R2,BIN-427,Standard Handling,383,Expired,21984.2,Incineration,Approved
BAT-2026-37742,SKU-448121,528-5067-30,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-7152,GlobalMed Logistics,Switzerland,PO-11227,1054,29.17,0.65,0.05,32967.54,47.54,52.29,5,683,32469.82,12546.71,Emergency ICU,Government Health Aid,371,200,20,0,2025-03-01,2025-06-16,2025-11-16,260,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-111,Cold Vault-2,Aisle-5-R4,BIN-459,Standard Handling,371,Expired,10822.07,Incineration,Approved
BAT-2026-69598,SKU-205239,933-6364-83,Albuterol Inhaler,Respiratory,Inhalation,Inhaler,Canister Box,SUP-9028,PharmaDist Inc,UK,PO-39035,502,41.49,3.01,0.0,22339.0,69.63,76.59,15,285,19844.55,8019.9,Emergency ICU,Cash,217,50,20,0,2025-02-19,2025-05-01,2026-10-27,615,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-111,Cold Vault-2,Aisle-14-R1,BIN-131,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-52840,SKU-986088,838-6123-34,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-9028,PharmaDist Inc,Germany,PO-12592,1469,177.16,6.26,0.12,300673.74,225.92,248.51,0,1176,265681.92,57341.76,Online Fulfillment,Cash,293,50,20,0,2025-03-07,2025-06-05,2025-12-26,294,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-104,Hazmat Vault,Aisle-5-R3,BIN-361,Fragile Glass,293,Expired,51907.88,Incineration,Approved
BAT-2026-54236,SKU-561694,881-3610-73,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-8569,Apex Health Supplies,India,PO-46848,1634,106.11,5.53,0.12,203225.81,169.67,186.64,10,1048,177814.16,66610.88,Hospital Outpatient,Insurance,586,50,40,0,2025-04-07,2025-07-05,2025-12-22,259,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-110,Zone-B,Aisle-13-R2,BIN-817,Protect from Light,586,Expired,62180.46,Incineration,Approved
BAT-2026-59692,SKU-204555,627-8648-73,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-5813,Nexus BioPharma,Germany,PO-99201,246,126.89,2.91,0.05,33491.55,162.69,178.96,20,219,35629.11,7840.2,In-Store Pharmacy,Insurance,27,200,40,0,2025-05-12,2025-07-07,2025-11-27,199,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-106,Zone-B,Aisle-13-R3,BIN-584,Fragile Glass,27,Expired,3426.03,Incineration,Approved
BAT-2026-46471,SKU-651499,415-9148-12,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-7152,GlobalMed Logistics,UK,PO-56900,1271,160.83,12.82,0.0,220709.15,235.06,258.57,15,719,169008.14,53371.37,In-Store Pharmacy,Insurance,552,50,20,0,2025-07-02,2025-09-08,2027-05-08,675,Room Temperature (15-25°C),15.0,25.0,0,1,Schedule II,1,INS-112,Hazmat Vault,Aisle-1-R4,BIN-981,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-65255,SKU-579123,192-7442-74,Sertraline 50mg,Psychiatric,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,India,PO-35101,963,159.38,9.52,0.05,170324.85,213.01,234.31,10,545,116090.45,29228.35,Online Fulfillment,Government Health Aid,418,100,20,0,2025-10-05,2025-11-14,2027-06-18,621,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-110,Zone-B,Aisle-6-R2,BIN-916,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-43065,SKU-116093,568-4944-37,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,India,PO-21792,1834,197.9,11.72,0.12,427996.91,322.32,354.55,0,1445,465752.4,179786.9,Online Fulfillment,Government Health Aid,389,50,20,0,2024-10-13,2025-01-31,2025-05-24,223,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-103,Zone-A,Aisle-19-R2,BIN-492,Fragile Glass,389,Expired,76983.1,Incineration,Pending Audit
BAT-2026-20735,SKU-857537,697-6781-16,Metformin 800mg,Antidiabetic,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Switzerland,PO-90405,1943,156.82,3.32,0.18,365998.25,253.7,279.07,5,1690,428753.0,163727.2,Emergency ICU,Credit Card,253,200,40,0,2025-03-21,2025-06-30,2026-04-06,381,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-104,Hazmat Vault,Aisle-7-R1,BIN-870,Fragile Glass,253,Expired,39675.46,Incineration,Approved
BAT-2026-71644,SKU-251157,151-5609-73,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-8569,Apex Health Supplies,USA,PO-91951,588,73.1,4.49,0.18,53359.82,118.62,130.48,0,395,46854.9,17980.4,Online Fulfillment,Cash,193,50,40,0,2024-12-23,2025-02-17,2025-10-09,290,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-103,Zone-A,Aisle-1-R4,BIN-651,Standard Handling,193,Expired,14108.3,Incineration,Approved
BAT-2026-12540,SKU-529893,711-8710-46,Paracetamol 650mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,UK,PO-49738,1028,109.81,4.94,0.18,138282.24,143.29,157.62,20,746,106894.34,24976.08,In-Store Pharmacy,Insurance,282,200,20,0,2025-06-08,2025-07-22,2026-01-07,213,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-104,Zone-B,Aisle-16-R2,BIN-888,Standard Handling,282,Expired,30966.42,Incineration,Approved
BAT-2026-80702,SKU-786587,649-1133-23,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-0769,BioCare Distribution,Germany,PO-38986,1763,97.97,4.19,0.0,180108.08,156.33,171.96,5,767,119905.11,44762.12,Emergency ICU,Insurance,996,50,40,0,2025-07-10,2025-11-01,2027-06-15,705,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-105,Cold Vault-2,Aisle-9-R3,BIN-200,Protect from Light,0,None,0.0,N/A,N/A
BAT-2026-16826,SKU-261859,541-3194-43,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-9028,PharmaDist Inc,UK,PO-40704,650,182.71,9.65,0.0,125034.0,248.86,273.75,0,549,136624.14,36316.35,Hospital Outpatient,Credit Card,101,50,20,0,2024-12-16,2025-01-14,2025-08-13,240,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-103,Zone-B,Aisle-7-R1,BIN-532,Keep Refrigerated,101,Expired,18453.71,Incineration,Approved
BAT-2026-55870,SKU-178463,844-6992-61,Azithromycin 250mg,Antibiotic,Oral,Tablet,Blister Pack,SUP-8569,Apex Health Supplies,India,PO-74724,437,101.47,4.92,0.12,51813.52,162.05,178.26,20,197,31923.85,11934.26,Online Fulfillment,Credit Card,240,100,40,0,2025-02-07,2025-04-04,2026-11-29,660,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Hazmat Vault,Aisle-16-R4,BIN-805,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-39389,SKU-592296,474-1741-61,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-7152,GlobalMed Logistics,USA,PO-57579,971,78.9,2.3,0.0,78845.2,114.35,125.79,15,733,83818.55,25984.85,Online Fulfillment,Cash,238,50,20,0,2024-12-27,2025-02-09,2025-10-24,301,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-101,Cold Vault-1,Aisle-6-R3,BIN-701,Fragile Glass,238,Expired,18778.2,Incineration,Approved
BAT-2026-95215,SKU-919488,152-4189-56,Ceftriaxone 1g,Antibiotic,Injectable,Vial,Vial Pack,SUP-0769,BioCare Distribution,India,PO-14822,740,37.6,2.32,0.12,32879.68,59.48,65.43,0,435,25873.8,9517.8,Emergency ICU,Insurance,305,200,40,0,2025-08-11,2025-09-07,2026-10-24,439,Cold Chain (2-8°C),2.0,8.0,0,1,Non-Controlled,1,INS-109,Hazmat Vault,Aisle-18-R3,BIN-735,Fragile Glass,0,None,0.0,N/A,N/A
BAT-2026-18993,SKU-377896,666-5728-19,Omeprazole 20mg,Gastrointestinal,Oral,Capsule,Bottle,SUP-7152,GlobalMed Logistics,Germany,PO-46799,1902,65.14,3.77,0.12,145934.37,82.41,90.65,5,1001,82492.41,17287.27,In-Store Pharmacy,Credit Card,901,200,20,0,2024-12-29,2025-02-12,2025-08-10,224,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-110,Zone-A,Aisle-8-R2,BIN-459,Fragile Glass,901,Expired,58691.14,Incineration,Approved
BAT-2026-95426,SKU-455007,495-9261-67,Lorazepam 1mg,Psychiatric,Oral,Tablet,Bottle,SUP-0769,BioCare Distribution,Germany,PO-74597,572,45.37,1.73,0.05,28238.78,66.12,72.73,5,450,29754.0,9337.5,Hospital Outpatient,Credit Card,122,50,40,0,2025-07-20,2025-11-06,2026-03-24,247,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule II,0,INS-101,Zone-B,Aisle-16-R5,BIN-801,Protect from Light,122,Expired,5535.14,Incineration,Approved
BAT-2026-15276,SKU-753534,882-5582-89,Lisinopril 10mg,Cardiovascular,Oral,Tablet,Bottle,SUP-5813,Nexus BioPharma,UK,PO-89433,250,179.36,10.71,0.18,55588.7,286.43,315.07,0,151,43250.93,16167.57,In-Store Pharmacy,Cash,99,200,80,0,2025-04-30,2025-07-06,2026-08-31,488,Room Temperature (15-25°C),15.0,25.0,1,1,Non-Controlled,1,INS-103,Hazmat Vault,Aisle-16-R4,BIN-602,Standard Handling,99,Expired,17756.64,Incineration,Approved
BAT-2026-14067,SKU-826353,796-2946-26,Amoxicillin 500mg,Antibiotic,Oral,Capsule,Blister Pack,SUP-9028,PharmaDist Inc,Switzerland,PO-37405,1538,156.15,9.33,0.18,297736.81,231.81,254.99,15,1087,251977.47,82242.42,Online Fulfillment,Cash,451,100,20,0,2024-12-08,2025-01-17,2025-06-16,190,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,0,INS-109,Hazmat Vault,Aisle-14-R2,BIN-127,Fragile Glass,451,Expired,70423.65,Incineration,Approved
BAT-2026-42411,SKU-516791,199-7453-57,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,Switzerland,PO-10935,1421,13.6,0.49,0.12,22340.96,23.01,25.31,10,592,13621.92,5570.72,In-Store Pharmacy,Credit Card,829,50,20,0,2025-09-17,2025-11-19,2026-06-22,278,Room Temperature (15-25°C),15.0,25.0,1,1,Schedule II,1,INS-106,Cold Vault-1,Aisle-16-R1,BIN-489,Keep Refrigerated,829,Expired,11274.4,Incineration,Approved
BAT-2026-36130,SKU-781403,913-6555-81,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-5813,Nexus BioPharma,Switzerland,PO-35701,1734,198.32,11.17,0.0,363255.66,290.1,319.11,5,736,213513.6,67550.08,In-Store Pharmacy,Credit Card,998,50,80,0,2025-05-27,2025-07-09,2026-03-29,306,Room Temperature (15-25°C),15.0,25.0,0,1,Non-Controlled,1,INS-102,Cold Vault-1,Aisle-12-R1,BIN-139,Fragile Glass,998,Expired,197923.36,Incineration,Approved
BAT-2026-12671,SKU-184216,474-3363-35,Ibuprofen 400mg,Analgesic,Oral,Tablet,Strip,SUP-9028,PharmaDist Inc,Germany,PO-93681,362,106.83,3.02,0.12,44406.4,166.3,182.93,5,168,27938.4,9990.96,Emergency ICU,Credit Card,194,100,40,0,2025-03-05,2025-03-29,2026-03-30,390,Room Temperature (15-25°C),15.0,25.0,0,0,Schedule IV,1,INS-106,Cold Vault-1,Aisle-3-R3,BIN-599,Keep Refrigerated,194,Expired,20725.02,Incineration,Approved
